2021 - Multi-state Hemp Dual Purpose Trial (MHDPT) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington,3,,312-1,,141.10,1258.2,25.90,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington,3,,312-2,,140.40,1251.9,24.60,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington,4,,407-1,,166.40,1483.8,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington,4,,407-1*,,135.10,1204.7,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,1,1,105-1,,109.50,976.4,26.90,,18,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,1,1,105-2,,123.40,1100.4,26.80,,21,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,2,1,202-1,,155.40,1385.7,27.30,,21,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,2,1,202-2,,192.80,1719.2,30.60,,25,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,3,1,312-1,,141.10,1258.2,25.90,,25,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,3,1,312-2,,140.40,1251.9,24.60,,14,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,4,1,407-1,,166.40,1483.8,20.10,,17,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Kansas_Lexington1,4,1,407-1*,,135.10,1204.7,17.30,,18,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,1,,,,99.82,,41,,,,22,,33.1,,4.7,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,1,,,,99.35,,34,,,,16,,37.4,,5.4,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,2,,,,107.92,,32,,,,17,,26.4,,6.5,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,2,,,,87.26,,19,,,,10,,21.2,,6.8,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,3,,,,108.44,,50,,,,23,,32.3,,5.17,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,3,,,,95.87,,65,,,,15,,34.7,,6.3,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,4,,,,83.21,,55,,,,21,,27.3,,5.4,,,,,,,,,,,,,,,,,,
CFX-1,Kansas,4,,,,62.8,,15,,,,22,,16.7,,4.7,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,1,,,,7.18,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,2,,,,80.87,,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,3,,,,30.87,,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,4,,,,36.29,,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,1,,,,18.09,,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,2,,,,20.86,,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,3,,,,20.09,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,4,,,,172.2,,6.911,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,5,,,,172.49,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,5,,,,109.3,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,5,,,,91.15,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Michigan ,5,,,,3.6,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-1,Wisconsin_Arlington,1,2,101,,31.27,,23,,13.67,,12.33,,75.67,,5.23,,,,0.76,,,,,,,,,,,,,,
CFX-1,Wisconsin_Arlington,2,2,405,,82.16,,45,,37.67,,15.00,,96.33,,4.87,,,,1.50,,,,,,,,,,,,,,
CFX-1,Wisconsin_Arlington,3,2,208,,171.45,,140,,21.67,,17.00,,100.33,,6.25,,,,0.24,,,,,,,,,,,,,,
CFX-1,Wisconsin_Arlington,4,2,310,,66.59,,50,,5.67,,12.67,,98.00,,5.43,,,,0.81,,,,,,,,,,,,,,
CFX-1,Wisconsin_ChippewaFalls,1,2,101,,31.22,,30.7,,,,8.333333333,,93,,5.52125,,,,0.666666667,,,,,,,,,,,,,,
CFX-1,Wisconsin_ChippewaFalls,2,2,402,,38.97,,65.7,,,,8.333333333,,112.3333333,,4.11125,,,,0.666666667,,,,,,,,,,,,,,
CFX-1,Wisconsin_ChippewaFalls,3,2,405,,52.96,,71.7,,,,8.666666667,,94.66666667,,4.96375,,,,0.529411765,,,,,,,,,,,,,,
CFX-1,Wisconsin_ChippewaFalls,4,2,704,,51.57,,76.7,,,,10,,107,,5.2975,,,,0.666666667,,,,,,,,,,,,,,
CFX-2,Michigan ,1,,,,8.02,,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,1,,,,50.67,,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,5,,,,39.37,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,5,,,,14.72,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,6,,,,7.88,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,6,,,,46.94,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,2,,,,69.82,,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,2,,,,46.02,,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,3,,,,7.25,,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,3,,,,151.58,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,4,,,,96.97,,22.19,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Michigan ,4,,,,9.66,,17.87,,,,,,,,,,,,,,,,,,,,,,,,,,
CFX-2,Wisconsin_Arlington,1,3,403,,106.66,,29,,17.33,,6.00,,84.33,,4.70,,,,0.64,,,,,,,,,,,,,,
CFX-2,Wisconsin_Arlington,2,3,104,,104.45,,70,,5.67,,14.67,,105.00,,5.57,,,,0.42,,,,,,,,,,,,,,
CFX-2,Wisconsin_Arlington,3,3,508,,75.35,,49,,26.33,,12.33,,113.67,,5.27,,,,0.42,,,,,,,,,,,,,,
CFX-2,Wisconsin_Arlington,4,3,212,,27.13,,16,,18.00,,19.33,,69.00,,3.73,,,,0.29,,,,,,,,,,,,,,
CFX-2,Wisconsin_ChippewaFalls,1,3,204,,16.9,,53.7,,,,4.666666667,,113,,4.675,,,,1.8,,,,,,,,,,,,,,
CFX-2,Wisconsin_ChippewaFalls,2,3,305,,39.9,,83.7,,,,11,,98.66666667,,4.52125,,,,0.941176471,,,,,,,,,,,,,,
CFX-2,Wisconsin_ChippewaFalls,3,3,506,,34.22,,55.7,,,,12.33333333,,99.33333333,,3.355,,,,0.541666667,,,,,,,,,,,,,,
CFX-2,Wisconsin_ChippewaFalls,4,3,803,,48.49,,71.7,,,,6.666666667,,118.3333333,,5.13875,,,,0.818181818,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,1,,112-1,,165.70,1477.6,49.60,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,1,,112-2,,130.70,1165.5,35.50,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,2,,204-1,,110.60,986.2,27.80,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,2,,204-2,,144.60,1289.4,31.30,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,3,,316-1,,212.20,1892.2,58.34,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,3,,316-2,,169.30,1509.7,41.66,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,4,,418-1,,110.10,981.8,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington,4,,418-2,,129.30,1153.0,34.10,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,1,2,112-1,,165.70,1477.6,49.60,,20,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,1,2,112-2,,130.70,1165.5,35.50,,16,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,2,2,204-1,,110.60,986.2,27.80,,19,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,2,2,204-2,,144.60,1289.4,31.30,,20,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,3,2,316-1,,212.20,1892.2,58.34,,16,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,3,2,316-2,,169.30,1509.7,41.66,,13,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,4,2,418-1,,110.10,981.8,21.80,,12,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas_Lexington1,4,2,418-2,,129.30,1153.0,34.10,,25,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,1,,,,139.37,,79,,,,22,,43.7,,6.3,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,1,,,,108.67,,58,,,,9,,50.1,,7.9,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,2,,,,142.81,,44,,,,12,,28.8,,9.2,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,2,,,,139.43,,92,,,,20,,46.0,,6.8,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,3,,,,176.11,,55,,,,15,,28.9,,7.4,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,3,,,,151.47,,53,,,,16,,32.1,,58.5,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,4,,,,129.38,,103,,,,19,,46.2,,6.7,,,,,,,,,,,,,,,,,,
CRS-1,Kansas,4,,,,99.74,,72,,,,13,,45.8,,8,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,1,,,,7.14,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,2,,,,16.18,,40.54,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,3,,,,7.34,,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,4,,,,25.33,,95.35,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,1,,,,18.2,,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,2,,,,54.23,,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,3,,,,24.76,,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,4,,,,130.09,,140.32,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,5,,,,166.05,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Michigan ,5,,,,71.61,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS-1,Wisconsin_Arlington,1,4,501,,66.63,,26,,14.00,,13.00,,72.67,,3.56,,,,0.77,,,,,,,,,,,,,,
CRS-1,Wisconsin_Arlington,2,4,306,,192.8,,140,,21.00,,18.33,,109.33,,6.55,,,,0.41,,,,,,,,,,,,,,
CRS-1,Wisconsin_Arlington,3,4,408,,124.82,,98,,20.00,,25.33,,114.67,,7.27,,,,0.69,,,,,,,,,,,,,,
CRS-1,Wisconsin_Arlington,4,4,511,,97.5,,107,,9.33,,17.33,,131.33,,5.74,,,,1.36,,,,,,,,,,,,,,
CRS-1,Wisconsin_ChippewaFalls,1,4,205,,38.04,,99.7,,,,10,,114.6666667,,5.1875,,,,1.142857143,,,,,,,,,,,,,,
CRS-1,Wisconsin_ChippewaFalls,2,4,303,,65.51,,151.7,,,,7.666666667,,115.6666667,,5.0175,,,,0.352941176,,,,,,,,,,,,,,
CRS-1,Wisconsin_ChippewaFalls,3,4,605,,77.4,,119.7,,,,11.66666667,,112,,5.685,,,,1.058823529,,,,,,,,,,,,,,
CRS-1,Wisconsin_ChippewaFalls,4,4,804,,84.41,,182.7,,,,12,,114.6666667,,5.8275,,,,0.384615385,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,1,,118-1,,106.50,949.7,33.65,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,1,,118-2,,62.50,557.3,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,2,,203-1,,57.80,515.4,22.30,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,2,,203-2,,93.40,832.8,35.10,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,3,,317-1,,66.40,592.1,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,3,,317-2,,95.80,854.3,26.10,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,4,,417-1,,73.28,653.4,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington,4,,417-2,,77.10,687.5,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,1,3,118-1,,106.50,949.7,33.65,,9,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,1,3,118-2,,62.50,557.3,20.00,,10,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,2,3,203-1,,57.80,515.4,22.30,,23,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,2,3,203-2,,93.40,832.8,35.10,,20,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,3,3,317-1,,66.40,592.1,16.80,,11,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,3,3,317-2,,95.80,854.3,26.10,,6,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,4,3,417-1,,73.28,653.4,23.88,,11,,,,,,,,,,,,,,,,,,,,,,,,
CS Seme,Kansas_Lexington1,4,3,417-2,,77.10,687.5,13.44,,14,,,,,,,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,1,,,,,,1015,,,,31,,183.1,,9.6,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,1,,,,,,1270,,,,50,,161.9,,8.5,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,2,,,,,,997,,,,29,,165.3,,9.2,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,2,,,,,,619,,,,21,,171.9,,9.1,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,3,,,,,,982,,,,84,,127.6,,6,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,3,,,,,,828,,,,47,,139.7,,7.8,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,4,,,,,,996,,,,48,,157.8,,7.9,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,4,,,,,,1288,,,,42,,171.1,,9.6,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,5,,,,,,1013,,,,44,,159.1,,8.7,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,5,,,,,,900,,,,16,,188,,12.6,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,6,,,,,,1264,,,,23,,193.6,,9.6,,,,,,,,,,,,,,,,,,
Eletta ,Kansas,6,,,,,,416,,,,13,,205.5,,13.6,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,1,,,,163.88,,176,,,,27,,63.7,,7.3,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,1,,,,157.55,,133,,,,23,,61.6,,7.5,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,2,,,,117.05,,80,,,,17,,45.6,,7.8,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,2,,,,98.3,,75,,,,18,,50.2,,7.3,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,3,,,,187.25,,184,,,,51,,52.1,,5.9,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,3,,,,165.78,,141,,,,46,,45.4,,5.9,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,4,,,,77.03,,118,,,,33,,56.1,,6,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas,4,,,,101.36,,111,,,,46,,42.8,,17.3,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,1,,113-1,,72.93,650.3,48.53,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,1,,113-2,,74.99,668.7,56.70,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,2,,217-1,,99.27,885.2,46.38,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,2,,217-2,,77.77,693.5,39.94,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,3,,301-1,,118.48,1056.5,52.32,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,3,,301-2,,127.50,1136.9,57.24,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,4,,403-1,,102.30,912.2,38.22,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington,4,,403-2,,96.79,863.1,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,1,4,113-1,,72.93,650.3,48.53,,20,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,1,4,113-2,,74.99,668.7,56.70,,23,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,2,4,217-1,,99.27,885.2,46.38,,20,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,2,4,217-2,,77.77,693.5,39.94,,30,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,3,4,301-1,,118.48,1056.5,52.32,,18,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,3,4,301-2,,127.50,1136.9,57.24,,20,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,4,4,403-1,,102.30,912.2,38.22,,20,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Kansas_Lexington1,4,4,403-2,,96.79,863.1,37.25,,30,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,1,,,,87.25,,88.52,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,2,,,,4.21,,22.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,3,,,,5.12,,30.63,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,4,,,,6.96,,26.36,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,1,,,,9.52,,52.65,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,2,,,,11.85,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,3,,,,15.44,,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,4,,,,134.66,,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,5,,,,206.46,,217.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,5,,,,280.75,,252.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,6,,,,158.02,,184.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Michigan ,6,,,,36.83,,114.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedora 17,Wisconsin_Arlington,1,5,302,,176.51,,147,,8.67,,14.00,,104.00,,7.23,,,,0.91,,,,,,,,,,,,,,
Fedora 17,Wisconsin_Arlington,2,5,105,,224.29,,443,,38.33,,22.33,,160.33,,7.48,,,,2.19,,,,,,,,,,,,,,
Fedora 17,Wisconsin_Arlington,3,5,209,,162.92,,259,,29.33,,19.33,,154.00,,7.89,,,,1.64,,,,,,,,,,,,,,
Fedora 17,Wisconsin_Arlington,4,5,110,,155.4,,221,,19.00,,23.33,,136.67,,5.83,,,,1.50,,,,,,,,,,,,,,
Fedora 17,Wisconsin_ChippewaFalls,1,5,108,,2.8,,12.7,,,,10.66666667,,142.3333333,,3.68375,,,,0.333333333,,,,,,,,,,,,,,
Fedora 17,Wisconsin_ChippewaFalls,2,5,403,,66.17,,347.7,,,,12.66666667,,131,,5.02125,,,,0.117647059,,,,,,,,,,,,,,
Fedora 17,Wisconsin_ChippewaFalls,3,5,504,,71.8,,417.7,,,,10.66666667,,137.3333333,,4.1025,,,,0.777777778,,,,,,,,,,,,,,
Fedora 17,Wisconsin_ChippewaFalls,4,5,703,,40.69,,291.7,,,,13.33333333,,121.6666667,,6.2225,,,,0.818181818,,,,,,,,,,,,,,
Felina 32,Kansas,1,,,,251.22,,285,,,,39,,70.7,,8.2,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,1,,,,181.35,,248,,,,33,,74.0,,8.0,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,2,,,,196.24,,153,,,,14,,59.6,,12.6,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,2,,,,168.11,,273,,,,22,,80.1,,9.4,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,3,,,,115.07,,145,,,,32,,58.7,,6.8,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,3,,,,163.1,,203,,,,37,,62.6,,7.3,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,4,,,,157.79,,224,,,,31,,68.9,,7.8,,,,,,,,,,,,,,,,,,
Felina 32,Kansas,4,,,,180.53,,254,,,,41,,61.9,,7,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,1,,109-1,,47.23,421.2,69.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,1,,109-2,,16.70,148.9,52.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,2,,214-1,,68.55,611.3,44.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,2,,214-2,,44.70,398.6,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,3,,315-1,,52.48,468.0,50.53,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,3,,315-2,,43.70,389.7,61.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,4,,413-1,,40.28,359.2,37.89,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington,4,,413-2,,40.16,358.1,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington1,1,5,109-1,,47.23,421.2,69.99,,16,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington1,1,5,109-2,,16.70,148.9,52.40,,19,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington1,2,5,214-1,,68.55,611.3,44.50,,15,,,,,,,,,,,,,,,,,,,,,,,,
Felina 32,Kansas_Lexington1,2,5,214-2,,44.70,398.6,48.40,,21,,,,,,,,,,,,,,,,,,,,,,,,
